episode_idx,auto_region_id,flag,metric,value,robust_z,eef_z_max,prelift_wrist,prelift_elbow,peak_episode_step
32,region_00,ELBOW_OUTLIER,action.elbow_flex.pos.mean,-41.070675589821555,-3.2617854087310874,0.06600957462211587,-97.74466566606002,-41.070675589821555,170
32,region_00,WRIST_OUTLIER,action.wrist_flex.pos.mean,-97.74466566606002,-3.8811804861344394,0.06600957462211587,-97.74466566606002,-41.070675589821555,170
41,region_00,ELBOW_OUTLIER,action.elbow_flex.pos.mean,-36.63060309670188,-2.745390582315926,0.08214185319211431,-97.26137750799006,-36.63060309670188,187
41,region_00,PEAK_TIMING_OUTLIER,peak_episode_step,187.0,3.943230769230769,0.08214185319211431,-97.26137750799006,-36.63060309670188,187
41,region_00,WRIST_OUTLIER,action.wrist_flex.pos.mean,-97.26137750799006,-3.813832291174547,0.08214185319211431,-97.26137750799006,-36.63060309670188,187
42,region_00,ELBOW_OUTLIER,action.elbow_flex.pos.mean,-37.02402739091353,-2.7911471032807866,0.08030474681805072,-98.87965254350142,-37.02402739091353,186
42,region_00,PEAK_TIMING_OUTLIER,peak_episode_step,186.0,3.839461538461538,0.08030474681805072,-98.87965254350142,-37.02402739091353,186
42,region_00,WRIST_OUTLIER,action.wrist_flex.pos.mean,-98.87965254350142,-4.039345581269628,0.08030474681805072,-98.87965254350142,-37.02402739091353,186
48,region_00,ELBOW_OUTLIER,action.elbow_flex.pos.mean,-36.10369595614347,-2.6841095735469915,0.0760770114263887,-98.53549679842862,-36.10369595614347,175
48,region_00,PEAK_TIMING_OUTLIER,peak_episode_step,175.0,2.698,0.0760770114263887,-98.53549679842862,-36.10369595614347,175
48,region_00,WRIST_OUTLIER,action.wrist_flex.pos.mean,-98.53549679842862,-3.9913860609944076,0.0760770114263887,-98.53549679842862,-36.10369595614347,175
53,region_00,ELBOW_OUTLIER,action.elbow_flex.pos.mean,-36.67978078668768,-2.7511101071036554,0.0703886003166004,-98.27188457142223,-36.67978078668768,188
53,region_00,PEAK_TIMING_OUTLIER,peak_episode_step,188.0,4.047,0.0703886003166004,-98.27188457142223,-36.67978078668768,188
53,region_00,WRIST_OUTLIER,action.wrist_flex.pos.mean,-98.27188457142223,-3.9546506116319837,0.0703886003166004,-98.27188457142223,-36.67978078668768,188
59,region_00,ELBOW_OUTLIER,action.elbow_flex.pos.mean,-39.461851986971766,-3.074674007641663,0.07862724628661247,-98.81375260786577,-39.461851986971766,171
59,region_00,WRIST_OUTLIER,action.wrist_flex.pos.mean,-98.81375260786577,-4.030162153869381,0.07862724628661247,-98.81375260786577,-39.461851986971766,171
20,region_01,ELBOW_OUTLIER,action.elbow_flex.pos.mean,-23.78811281377619,2.702795515872021,0.12903303687279655,-71.19320539994673,-23.78811281377619,141
39,region_01,EEF_PEAK_OUTLIER,eef_z_max,0.0811072912732631,-4.748281229275843,0.0811072912732631,-96.2142562866211,-59.30167146162553,207
39,region_01,ELBOW_OUTLIER,action.elbow_flex.pos.mean,-59.30167146162553,-13.456436438343733,0.0811072912732631,-96.2142562866211,-59.30167146162553,207
39,region_01,PEAK_TIMING_OUTLIER,peak_episode_step,207.0,3.124,0.0811072912732631,-96.2142562866211,-59.30167146162553,207
39,region_01,WRIST_OUTLIER,action.wrist_flex.pos.mean,-96.2142562866211,-8.215944610821948,0.0811072912732631,-96.2142562866211,-59.30167146162553,207
40,region_01,EEF_PEAK_OUTLIER,eef_z_max,0.07032566008537516,-5.917762240362141,0.07032566008537516,-88.34987085515803,-41.98398173939098,197
40,region_01,ELBOW_OUTLIER,action.elbow_flex.pos.mean,-41.98398173939098,-5.576613188085673,0.07032566008537516,-88.34987085515803,-41.98398173939098,197
40,region_01,WRIST_OUTLIER,action.wrist_flex.pos.mean,-88.34987085515803,-5.4874588792233405,0.07032566008537516,-88.34987085515803,-41.98398173939098,197
47,region_01,EEF_PEAK_OUTLIER,eef_z_max,0.07086194183840143,-5.8595918841491725,0.07086194183840143,-84.67396614768289,-30.651959679343484,161
47,region_01,WRIST_OUTLIER,action.wrist_flex.pos.mean,-84.67396614768289,-4.212133091535416,0.07086194183840143,-84.67396614768289,-30.651959679343484,161
10,region_03,EEF_PEAK_OUTLIER,eef_z_max,0.14260689288767397,2.651238725623076,0.14260689288767397,-83.48039314963601,-38.569622386585586,172
43,region_03,WRIST_OUTLIER,action.wrist_flex.pos.mean,-100.0,-2.766075686519915,0.0742442414386596,-100.0,-30.384993466463957,198
46,region_03,WRIST_OUTLIER,action.wrist_flex.pos.mean,-97.90575963800603,-2.542285732275089,0.06654022450315825,-97.90575963800603,-37.21371355923739,188
2,region_04,EEF_PEAK_OUTLIER,eef_z_max,0.13200234977170114,9.097986813098723,0.13200234977170114,-73.0897383256392,-42.180693886496805,178
16,region_04,EEF_PEAK_OUTLIER,eef_z_max,0.11992864130535597,7.2197707744133535,0.11992864130535597,-77.05122167413884,-32.82984438809481,157
18,region_04,EEF_PEAK_OUTLIER,eef_z_max,0.11627609927751113,6.651572276181169,0.11627609927751113,-73.49980024857955,-29.36630613153631,149
35,region_04,WRIST_OUTLIER,action.wrist_flex.pos.mean,-95.37948955189098,-3.1206534512447006,0.07522835937788508,-95.37948955189098,-38.829563487659804,205
37,region_04,WRIST_OUTLIER,action.wrist_flex.pos.mean,-100.0,-3.907362373908702,0.06935404831952194,-100.0,-48.208514820445664,201
45,region_04,WRIST_OUTLIER,action.wrist_flex.pos.mean,-99.69977638938211,-3.8562449495634845,0.07351789529494548,-99.69977638938211,-47.231979023326524,186
51,region_04,WRIST_OUTLIER,action.wrist_flex.pos.mean,-97.53231048583984,-3.4872024411573963,0.07069588109928879,-97.53231048583984,-49.297457261519,218
